country_code,Country,Country_gr,Year,Population,female_population,Deaths,Female deaths,Intentional female homicides,intentional_family,intentional_partner,Int_homicide_by_family_and_partner,femicides,homicide_total,vic_intimate_violence,reported_offences_int_violence,men_perpetrators_int_violence,physical_violence,psychological_violence,sexual_violence,economic_violence,rape_victims,protection_orders,men_prosecuted_for_int_violence,men_sentenced,men_held_in_prison,female_rape_victims,female_sex_assault_victims,rape_convicted,rape_prosecuted,rape_suspected,sex_assault_convicted,sex_assault_prosecuted,sex_assault_suspected,Intentional female homicides_pct_change,intentional_family_pct_change,intentional_partner_pct_change,Int_homicide_by_family_and_partner_pct_change,femicides_pct_change,homicide_total_pct_change,vic_intimate_violence_pct_change,reported_offences_int_violence_pct_change,men_perpetrators_int_violence_pct_change,physical_violence_pct_change,psychological_violence_pct_change,sexual_violence_pct_change,economic_violence_pct_change,rape_victims_pct_change,protection_orders_pct_change,men_prosecuted_for_int_violence_pct_change,men_sentenced_pct_change,men_held_in_prison_pct_change,rape_convicted_pct_change,rape_prosecuted_pct_change,rape_suspected_pct_change,sex_assault_convicted_pct_change,sex_assault_prosecuted_pct_change,sex_assault_suspected_pct_change,female_rape_victims_pct_change,female_sex_assault_victims_pct_change,male_population,Intentional female homicides_per_100000,intentional_family_per_100000,intentional_partner_per_100000,Int_homicide_by_family_and_partner_per_100000,femicides_per_100000,homicide_total_per_100000,vic_intimate_violence_per_100000,reported_offences_int_violence_per_100000,physical_violence_per_100000,psychological_violence_per_100000,sexual_violence_per_100000,economic_violence_per_100000,rape_victims_per_100000,female_rape_victims_per_100000,female_sex_assault_victims_per_100000,men_perpetrators_int_violence_per_100000,protection_orders_per_100000,men_prosecuted_for_int_violence_per_100000,men_sentenced_per_100000,men_held_in_prison_per_100000,rape_convicted_per_100000,rape_prosecuted_per_100000,rape_suspected_per_100000,sex_assault_convicted_per_100000,sex_assault_prosecuted_per_100000,sex_assault_suspected_per_100000,pct_of_jailed_from_prosecuted,pct_of_sentenced_from_prosecuted,comparable_femicides_countries,comparable_countries_reported_offences
FR,France,Γαλλία,2013,65600350.0,33827685.0,569328.0,281922.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,1180.0,3745.0,7620.0,4826.0,5996.0,9580.0,,,,,,,,,,,,,,,,,,,-5.8,0.7,4.1,-8.2,-5.3,2.5,,,31772665.0,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,3.7,11.8,24.0,15.2,18.9,30.2,,,True,False
FR,France,Γαλλία,2014,66165980.0,34120851.0,559393.0,277036.0,,0.0,0.0,0.0,134.0,,,,,,,,,,,,,,0.0,0.0,903.0,1883.0,8134.0,4437.0,4835.0,10429.0,,,,,,,,,,,,,,,,,,,-23.5,-49.7,6.7,-8.1,-19.4,8.9,,,32045129.0,,0.0,0.0,0.0,0.4,,,,,,,,,0.0,0.0,,,,,,2.8,5.9,25.4,13.8,15.1,32.5,,,True,False
FR,France,Γαλλία,2015,66458153.0,34283895.0,593730.0,296755.0,361.0,52.0,82.0,134.0,122.0,278.0,,,,70738.0,,,,,2958.0,17375.0,16418.0,,10729.0,95.0,882.0,3430.0,8610.0,4528.0,4994.0,11176.0,,inf,inf,inf,-9.0,,,,,,,,,,,,,,-2.3,82.2,5.9,2.1,3.3,7.2,inf,inf,32174258.0,1.1,0.2,0.2,0.4,0.4,0.8,,,206.3,,,,,31.3,0.3,,9.2,54.0,51.0,,2.7,10.7,26.8,14.1,15.5,34.7,,94.5,True,False
FR,France,Γαλλία,2016,66638391.0,34391005.0,593723.0,296856.0,311.0,40.0,94.0,134.0,123.0,337.0,96730.0,96730.0,,73190.0,20990.0,2550.0,,6766.0,,16916.0,16954.0,,13050.0,19041.0,976.0,3837.0,9558.0,5077.0,7332.0,12159.0,-13.9,-23.1,14.6,0.0,0.8,21.2,,,,3.5,,,,,,-2.6,3.3,,10.7,11.9,11.0,12.1,46.8,8.8,21.6,19943.2,32247386.0,0.9,0.1,0.3,0.4,0.4,1.0,281.3,281.3,212.8,61.0,7.4,,19.7,37.9,55.4,,,52.5,52.6,,3.0,11.9,29.6,15.7,22.7,37.7,,100.2,True,False
FR,France,Γαλλία,2017,66809816.0,34495464.0,606354.0,305360.0,311.0,52.0,101.0,153.0,130.0,267.0,98570.0,98570.0,,73900.0,21850.0,2820.0,,7771.0,,16829.0,16896.0,,14899.0,21179.0,987.0,4068.0,10478.0,5221.0,7598.0,12787.0,0.0,30.0,7.4,14.2,5.7,-20.8,1.9,1.9,,1.0,4.1,10.6,,14.9,,-0.5,-0.3,,1.1,6.0,9.6,2.8,3.6,5.2,14.2,11.2,32314352.0,0.9,0.2,0.3,0.4,0.4,0.8,285.7,285.7,214.2,63.3,8.2,,22.5,43.2,61.4,,,52.1,52.3,,3.1,12.6,32.4,16.2,23.5,39.6,,100.4,True,False
FR,France,Γαλλία,2018,67026224.0,34611994.0,,,244.0,42.0,83.0,125.0,,,,,,,,,,,,,,,17558.0,25614.0,955.0,4556.0,12083.0,5262.0,7969.0,14556.0,-21.5,-19.2,-17.8,-18.3,,,,,,,,,,,,,,,-3.2,12.0,15.3,0.8,4.9,13.8,17.8,20.9,32414230.0,0.7,0.1,0.2,0.4,,,,,,,,,,50.7,74.0,,,,,,2.9,14.1,37.3,16.2,24.6,44.9,,,True,False
FR,France,Γαλλία,2019,67290471.0,34701745.0,,,285.0,35.0,111.0,146.0,,,,,,,,,,,,,,,20694.0,28165.0,1058.0,4949.0,13272.0,5449.0,8541.0,15742.0,16.8,-16.7,33.7,16.8,,,,,,,,,,,,,,,10.8,8.6,9.8,3.6,7.2,8.1,17.9,10.0,32588726.0,0.8,0.1,0.3,0.4,,,,,,,,,,59.6,81.2,,,,,,3.2,15.2,40.7,16.7,26.2,48.3,,,True,False
FR,France,Γαλλία,2020,67485531.0,34787547.0,655660.0,328140.0,240.0,44.0,104.0,148.0,,,,,,,,,,,,,,,23057.0,27405.0,737.0,5079.0,14223.0,4634.0,8065.0,14945.0,-15.8,25.7,-6.3,1.4,,,,,,,,,,,,,,,-30.3,2.6,7.2,-15.0,-5.6,-5.1,11.4,-2.7,32697984.0,0.7,0.1,0.3,0.4,,,,,,,,,,66.3,78.8,,,,,,2.3,15.5,43.5,14.2,24.7,45.7,,,True,False
FR,France,Γαλλία,2021,67656682.0,34939338.0,639710.0,317990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32717344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False
FR,France,Γαλλία,2022,67842582.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False
DE,Germany,Γερμανία,2011,80222065.0,,853095.0,444945.0,338.0,69.0,159.0,228.0,,,,,,,,,,,,,,,7220.0,26792.0,739.0,1018.0,6418.0,5834.0,7248.0,19364.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False
DE,Germany,Γερμανία,2012,80327900.0,41097953.0,871615.0,453785.0,296.0,69.0,113.0,182.0,,,,,,,,,,,,,,,7754.0,26501.0,668.0,952.0,6701.0,6032.0,7477.0,18238.0,-12.4,0.0,-28.9,-20.2,,,,,,,,,,,,,,,-9.6,-6.5,4.4,3.4,3.2,-5.8,7.4,-1.1,39229947.0,0.7,0.2,0.3,0.4,,,,,,,,,,18.9,64.5,,,,,,1.7,2.4,17.1,15.4,19.1,46.5,,,True,False
DE,Germany,Γερμανία,2013,80523746.0,41142770.0,896287.0,465038.0,328.0,78.0,146.0,224.0,,,,,,,,,,,,,,,7153.0,26177.0,591.0,818.0,6203.0,5811.0,7191.0,18200.0,10.8,13.0,29.2,23.1,,,,,,,,,,,,,,,-11.5,-14.1,-7.4,-3.7,-3.8,-0.2,-7.8,-1.2,39380976.0,0.8,0.2,0.4,0.5,,,,,,,,,,17.4,63.6,,,,,,1.5,2.1,15.8,14.8,18.3,46.2,,,True,False
DE,Germany,Γερμανία,2014,80767463.0,41210540.0,870812.0,446964.0,339.0,75.0,167.0,242.0,,,,,,,,,,,,,,,7048.0,25497.0,560.0,796.0,6086.0,5957.0,7443.0,18086.0,3.4,-3.8,14.4,8.0,,,,,,,,,,,,,,,-5.2,-2.7,-1.9,2.5,3.5,-0.6,-1.5,-2.6,39556923.0,0.8,0.2,0.4,0.6,,,,,,,,,,17.1,61.9,,,,,,1.4,2.0,15.4,15.1,18.8,45.7,,,True,False
DE,Germany,Γερμανία,2015,81197537.0,41362080.0,927866.0,476588.0,327.0,71.0,139.0,210.0,135.0,315.0,104290.0,,95825.0,77678.0,24402.0,2410.0,,127.0,,,,,6732.0,25370.0,564.0,808.0,5823.0,5796.0,7311.0,17627.0,-3.5,-5.3,-16.8,-13.2,,,,,,,,,,,,,,,0.7,1.5,-4.3,-2.7,-1.8,-2.5,-4.5,-0.5,39835457.0,0.8,0.2,0.3,0.5,0.3,0.8,252.1,,187.8,59.0,5.8,,0.3,16.3,61.3,240.6,,,,,1.4,2.0,14.6,14.5,18.4,44.2,,,True,False
DE,Germany,Γερμανία,2016,82175684.0,41661561.0,913523.0,463486.0,469.0,74.0,164.0,238.0,155.0,454.0,108956.0,,90920.0,82029.0,24396.0,2531.0,,,,,,,7622.0,27145.0,526.0,738.0,6393.0,5666.0,7110.0,19179.0,43.4,4.2,18.0,13.3,14.8,44.1,4.5,,-5.1,5.6,-0.0,5.0,,,,,,,-6.7,-8.7,9.8,-2.2,-2.7,8.8,13.2,7.0,40514123.0,1.1,0.2,0.4,0.6,0.4,1.1,261.5,,196.9,58.6,6.1,,,18.3,65.2,224.4,,,,,1.3,1.8,15.8,14.0,17.5,47.3,,,True,False
DE,Germany,Γερμανία,2017,82521653.0,41824535.0,934717.0,475322.0,380.0,78.0,153.0,231.0,147.0,366.0,113965.0,,93494.0,82317.0,28869.0,2705.0,74.0,,,,,,7831.0,24702.0,1079.0,0.0,6916.0,2714.0,0.0,18538.0,-19.0,5.4,-6.7,-2.9,-5.2,-19.4,4.6,,2.8,0.4,18.3,6.9,,,,,,,105.1,-100.0,8.2,-52.1,-100.0,-3.3,2.7,-9.0,40697118.0,0.9,0.2,0.4,0.6,0.4,0.9,272.5,,196.8,69.0,6.5,0.2,,18.7,59.1,229.7,,,,,2.7,0.0,17.0,6.7,0.0,45.6,,,True,False
DE,Germany,Γερμανία,2018,82792351.0,41948786.0,957564.0,485711.0,367.0,77.0,127.0,204.0,122.0,353.0,114393.0,,93813.0,82567.0,28657.0,3086.0,83.0,1997.0,,,,,8600.0,29691.0,1122.0,0.0,7707.0,3384.0,0.0,22938.0,-3.4,-1.3,-17.0,-11.7,-17.0,-3.6,0.4,,0.3,0.3,-0.7,14.1,12.2,,,,,,4.0,,11.4,24.7,,23.7,9.8,20.2,40843565.0,0.9,0.2,0.3,0.5,0.3,0.8,272.7,,196.8,68.3,7.4,0.2,4.8,20.5,70.8,229.7,,,,,2.7,0.0,18.9,8.3,0.0,56.2,,,True,False
DE,Germany,Γερμανία,2019,83019213.0,42052522.0,942309.0,474536.0,276.0,64.0,123.0,187.0,117.0,255.0,104805.0,,89705.0,74520.0,26515.0,2478.0,63.0,,,,,,9029.0,28925.0,1175.0,0.0,8142.0,3701.0,0.0,22758.0,-24.8,-16.9,-3.1,-8.3,-4.1,-27.8,-8.4,,-4.4,-9.7,-7.5,-19.7,-24.1,,,,,,4.7,,5.6,9.4,,-0.8,5.0,-2.6,40966691.0,0.7,0.2,0.3,0.4,0.3,0.6,249.2,,177.2,63.1,5.9,0.1,,21.5,68.8,219.0,,,,,2.9,0.0,19.9,9.0,0.0,55.6,,,True,False
DE,Germany,Γερμανία,2020,83166711.0,42129098.0,988008.0,493503.0,357.0,79.0,146.0,225.0,139.0,310.0,109233.0,,92904.0,78294.0,26905.0,2677.0,71.0,,,,,,9597.0,28143.0,1258.0,0.0,8672.0,3796.0,0.0,22239.0,29.3,23.4,18.7,20.3,18.8,21.6,4.2,,3.6,5.1,1.5,8.0,12.7,,,,,,7.1,,6.5,2.6,,-2.3,6.3,-2.7,41037613.0,0.8,0.2,0.3,0.5,0.3,0.7,259.3,,185.8,63.9,6.4,0.2,,22.8,66.8,226.4,,,,,3.1,0.0,21.1,9.3,0.0,54.2,,,True,False
DE,Germany,Γερμανία,2021,83155031.0,42128512.0,,,337.0,0.0,0.0,0.0,,287.0,,,,,,,,,,,,,8611.0,26983.0,,,8558.0,,,22486.0,-5.6,-100.0,-100.0,-100.0,,-7.4,,,,,,,,,,,,,,,-1.3,,,1.1,-10.3,-4.1,41026519.0,0.8,0.0,0.0,0.0,,0.7,,,,,,,,20.4,64.0,,,,,,,,20.9,,,54.8,,,True,False
DE,Germany,Γερμανία,2022,83237124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False
EL,Greece,Ελλάδα,2011,11123392.0,,111099.0,53100.0,32.0,0.0,0.0,0.0,12.0,31.0,,2005.0,,,,,,226.0,,,,,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
EL,Greece,Ελλάδα,2012,11086406.0,5662522.0,116668.0,56533.0,39.0,0.0,0.0,0.0,6.0,40.0,1630.0,2455.0,1620.0,,,,,234.0,,,,,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.9,,,,-50.0,29.0,,22.4,,,,,,3.5,,,,,,,,,,,3.5,,5423884.0,0.7,0.0,0.0,0.0,0.1,0.7,28.8,43.4,,,,,4.1,4.1,0.0,29.9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False
EL,Greece,Ελλάδα,2013,11003615.0,5637364.0,111793.0,54163.0,50.0,0.0,0.0,0.0,13.0,52.0,1818.0,2896.0,1886.0,,,,,222.0,,,,,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,,,,116.7,30.0,11.5,18.0,16.4,,,,,-5.1,,,,,,,,,,,-5.1,,5366251.0,0.9,0.0,0.0,0.0,0.2,0.9,32.2,51.4,,,,,3.9,3.9,0.0,35.1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False
EL,Greece,Ελλάδα,2014,10926807.0,5613568.0,113740.0,55194.0,27.0,0.0,0.0,0.0,12.0,27.0,2302.0,3512.0,2351.0,,,191.0,,194.0,,1461.0,,,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-46.0,,,,-7.7,-48.1,26.6,21.3,24.7,,,,,-12.6,,,,,,,,,,,-12.6,,5313239.0,0.5,0.0,0.0,0.0,0.2,0.5,41.0,62.6,,,3.4,,3.5,3.5,0.0,44.2,,27.5,,,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False
EL,Greece,Ελλάδα,2015,10858018.0,5589628.0,121485.0,59535.0,30.0,0.0,11.0,11.0,11.0,30.0,2321.0,3572.0,2428.0,,,259.0,,183.0,,1977.0,,,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,,inf,inf,-8.3,11.1,0.8,1.7,3.3,,,35.6,,-5.7,,35.3,,,,,,,,,-5.7,,5268390.0,0.5,0.0,0.2,0.2,0.2,0.5,41.5,63.9,,,4.6,,3.3,3.3,0.0,46.1,,37.5,,,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False
EL,Greece,Ελλάδα,2016,10783748.0,5559538.0,118952.0,58320.0,26.0,0.0,13.0,13.0,13.0,26.0,2696.0,3839.0,2891.0,,,263.0,,217.0,17.0,2890.0,634.0,104.0,217.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,-13.3,,18.2,18.2,18.2,-13.3,16.2,7.5,19.1,,,1.5,,18.6,,46.2,,,,,inf,,,,18.6,,5224210.0,0.5,0.0,0.2,0.2,0.2,0.5,48.5,69.1,,,4.7,,3.9,3.9,0.0,55.3,0.3,55.3,12.1,2.0,0.0,0.0,4.4,0.0,0.0,0.0,3.6,21.9,False,False
EL,Greece,Ελλάδα,2017,10768193.0,5546916.0,124522.0,61341.0,23.0,0.0,7.0,7.0,7.0,23.0,3196.0,3134.0,2395.0,,,224.0,,215.0,45.0,3628.0,797.0,104.0,223.0,2.0,0.0,0.0,244.0,0.0,0.0,0.0,-11.5,,-46.2,-46.2,-46.2,-11.5,18.5,-18.4,-17.2,,,-14.8,,-0.9,164.7,25.5,25.7,0.0,,,5.2,,,,2.8,inf,5221277.0,0.4,0.0,0.1,0.1,0.1,0.4,57.6,56.5,,,4.0,,3.9,4.0,0.0,45.9,0.9,69.5,15.3,2.0,0.0,0.0,4.7,0.0,0.0,0.0,2.9,22.0,False,False
EL,Greece,Ελλάδα,2018,10741165.0,5531125.0,120363.0,58919.0,29.0,0.0,0.0,0.0,13.0,29.0,3815.0,4722.0,4202.0,,,,,204.0,33.0,4082.0,785.0,81.0,142.0,0.0,0.0,0.0,219.0,0.0,0.0,0.0,26.1,,-100.0,-100.0,85.7,26.1,19.4,50.7,75.4,,,,,-5.1,-26.7,12.5,-1.5,-22.1,,,-10.2,,,,-36.3,-100.0,5210040.0,0.5,0.0,0.0,0.0,0.2,0.5,69.0,85.4,,,,,3.7,2.6,0.0,80.7,0.6,78.3,15.1,1.6,0.0,0.0,4.2,0.0,0.0,0.0,2.0,19.2,False,False
EL,Greece,Ελλάδα,2019,10724599.0,5516306.0,125016.0,61887.0,19.0,0.0,0.0,0.0,8.0,19.0,4171.0,5220.0,4618.0,1717.0,1420.0,32.0,,217.0,46.0,4097.0,1320.0,79.0,148.0,0.0,0.0,0.0,187.0,0.0,0.0,0.0,-34.5,,,,-38.5,-34.5,9.3,10.5,9.9,,,,,6.4,39.4,0.4,68.2,-2.5,,,-14.6,,,,4.2,,5208293.0,0.3,0.0,0.0,0.0,0.1,0.3,75.6,94.6,31.1,25.7,0.6,,3.9,2.7,0.0,88.7,0.9,78.7,25.3,1.5,0.0,0.0,3.6,0.0,0.0,0.0,1.9,32.2,False,False
EL,Greece,Ελλάδα,2020,10718565.0,5503077.0,130288.0,64488.0,18.0,5.0,4.0,9.0,8.0,18.0,4264.0,5669.0,4436.0,3609.0,2906.0,69.0,,202.0,57.0,3132.0,656.0,90.0,202.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,-5.3,inf,inf,inf,0.0,-5.3,2.2,8.6,-3.9,110.2,104.6,115.6,,-6.9,23.9,-23.6,-50.3,13.9,,,-13.4,,,,36.5,,5215488.0,0.3,0.1,0.1,0.2,0.1,0.3,77.5,103.0,65.6,52.8,1.3,,3.7,3.7,0.0,85.1,1.1,60.1,12.6,1.7,0.0,0.0,3.1,0.0,0.0,0.0,2.9,20.9,False,False
EL,Greece,Ελλάδα,2021,10678632.0,5482584.0,143586.0,70343.0,33.0,8.0,15.0,23.0,23.0,33.0,6704.0,8776.0,7571.0,6873.0,5350.0,141.0,,202.0,,3902.0,,126.0,202.0,,,,,,,,83.3,60.0,275.0,155.6,187.5,83.3,57.2,54.8,70.7,90.4,84.1,104.3,,0.0,,24.6,,40.0,,,,,,,0.0,,5196048.0,0.6,0.1,0.3,0.4,0.4,0.6,122.3,160.1,125.4,97.6,2.6,,3.7,3.7,,145.7,,75.1,,2.4,,,,,,,3.2,,False,False
EL,Greece,Ελλάδα,2022,10603810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
HU,Hungary,Ουγγαρία,2011,9985722.0,,128795.0,64912.0,42.0,5.0,19.0,24.0,,,,,,,,,,,,,,,187.0,339.0,77.0,97.0,262.0,236.0,201.0,455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
HU,Hungary,Ουγγαρία,2012,9931925.0,5207259.0,129440.0,65936.0,58.0,10.0,28.0,38.0,,,,,,,,,,,,,,,188.0,352.0,84.0,92.0,250.0,255.0,215.0,461.0,38.1,100.0,47.4,58.3,,,,,,,,,,,,,,,9.1,-5.2,-4.6,8.1,7.0,1.3,0.5,3.8,4724666.0,1.1,0.2,0.5,0.7,,,,,,,,,,3.6,6.8,,,,,,1.8,1.9,5.3,5.4,4.6,9.8,,,False,False
HU,Hungary,Ουγγαρία,2013,9908798.0,5192845.0,126778.0,64884.0,71.0,61.0,22.0,83.0,,,,,,,,,,,,,,,216.0,341.0,174.0,89.0,249.0,208.0,212.0,439.0,22.4,510.0,-21.4,118.4,,,,,,,,,,,,,,,107.1,-3.3,-0.4,-18.4,-1.4,-4.8,14.9,-3.1,4715953.0,1.4,1.2,0.4,1.6,,,,,,,,,,4.2,6.6,,,,,,3.7,1.9,5.3,4.4,4.5,9.3,,,False,False
HU,Hungary,Ουγγαρία,2014,9877365.0,5173974.0,126308.0,64316.0,67.0,71.0,23.0,94.0,,,,,,,,,,,,,,,261.0,233.0,93.0,174.0,255.0,53.0,136.0,202.0,-5.6,16.4,4.5,13.3,,,,,,,,,,,,,,,-46.6,95.5,2.4,-74.5,-35.8,-54.0,20.8,-31.7,4703391.0,1.3,1.4,0.4,1.8,,,,,,,,,,5.0,4.5,,,,,,2.0,3.7,5.4,1.1,2.9,4.3,,,False,False
HU,Hungary,Ουγγαρία,2015,9855571.0,5159792.0,131697.0,68152.0,102.0,61.0,3.0,64.0,,,,,,,,,,,,,,,316.0,191.0,152.0,227.0,361.0,64.0,126.0,163.0,52.2,-14.1,-87.0,-31.9,,,,,,,,,,,,,,,63.4,30.5,41.6,20.8,-7.4,-19.3,21.1,-18.0,4695779.0,2.0,1.2,0.1,1.2,,,,,,,,,,6.1,3.7,,,,,,3.2,4.8,7.7,1.4,2.7,3.5,,,False,False
HU,Hungary,Ουγγαρία,2016,9830485.0,5141966.0,127053.0,64395.0,46.0,12.0,13.0,25.0,,,,,,,,,,,,,,,495.0,0.0,223.0,331.0,393.0,76.0,0.0,0.0,-54.9,-80.3,333.3,-60.9,,,,,,,,,,,,,,,46.7,45.8,8.9,18.8,-100.0,-100.0,56.6,-100.0,4688519.0,0.9,0.2,0.3,0.5,,,,,,,,,,9.6,0.0,,,,,,4.8,7.1,8.4,1.6,0.0,0.0,,,False,False
HU,Hungary,Ουγγαρία,2017,9797561.0,5122270.0,131674.0,67649.0,44.0,13.0,11.0,24.0,,,,,,,,,,,,,,,460.0,0.0,218.0,287.0,338.0,63.0,0.0,0.0,-4.3,8.3,-15.4,-4.0,,,,,,,,,,,,,,,-2.2,-13.3,-14.0,-17.1,,,-7.1,,4675291.0,0.9,0.3,0.2,0.5,,,,,,,,,,9.0,0.0,,,,,,4.7,6.1,7.2,1.3,0.0,0.0,,,False,False
HU,Hungary,Ουγγαρία,2018,9778371.0,5106769.0,131045.0,67029.0,43.0,4.0,11.0,15.0,,,,,,,,,,,,,,,412.0,0.0,240.0,178.0,200.0,70.0,0.0,0.0,-2.3,-69.2,0.0,-37.5,,,,,,,,,,,,,,,10.1,-38.0,-40.8,11.1,,,-10.4,,4671602.0,0.8,0.1,0.2,0.3,,,,,,,,,,8.1,0.0,,,,,,5.1,3.8,4.3,1.5,0.0,0.0,,,False,False
HU,Hungary,Ουγγαρία,2019,9772756.0,5096935.0,129603.0,66617.0,31.0,8.0,15.0,23.0,17.0,63.0,361.0,,256.0,,,958.0,,238.0,,,,,294.0,0.0,229.0,267.0,309.0,66.0,0.0,0.0,-27.9,100.0,36.4,53.3,,,,,,,,,,,,,,,-4.6,50.0,54.5,-5.7,,,-28.6,,4675821.0,0.6,0.2,0.3,0.5,0.3,1.2,7.1,,,,18.8,,4.7,5.8,0.0,5.5,,,,,4.9,5.7,6.6,1.4,0.0,0.0,,,False,False
HU,Hungary,Ουγγαρία,2020,9769526.0,5088736.0,141002.0,73481.0,39.0,11.0,18.0,29.0,17.0,93.0,584.0,,436.0,,,1157.0,,394.0,,,,,415.0,0.0,216.0,394.0,441.0,0.0,0.0,0.0,25.8,37.5,20.0,26.1,0.0,47.6,61.8,,70.3,,,20.8,,65.5,,,,,-5.7,47.6,42.7,-100.0,,,41.2,,4680790.0,0.8,0.2,0.4,0.6,0.3,1.8,11.5,,,,22.7,,7.7,8.2,0.0,9.3,,,,,4.6,8.4,9.4,0.0,0.0,0.0,,,False,False
HU,Hungary,Ουγγαρία,2021,9730772.0,5066978.0,,78203.0,,,,,16.0,50.0,686.0,,534.0,,,1084.0,,316.0,,,,,,,,,,,,,,,,,-5.9,-46.2,17.5,,22.5,,,-6.3,,-19.8,,,,,,,,,,,,,4663794.0,,,,,0.3,1.0,13.5,,,,21.4,,6.2,,,11.4,,,,,,,,,,,,,False,False
HU,Hungary,Ουγγαρία,2022,9689010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
IE,Ireland,Ιρλανδία,2011,4570881.0,,28456.0,13964.0,,,,,,,,,,,,,,,,,,,425.0,934.0,0.0,0.0,0.0,103.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
IE,Ireland,Ιρλανδία,2012,4589287.0,2315288.0,29186.0,14241.0,,,,,,,,,,,,,,,,,,,483.0,1077.0,0.0,0.0,0.0,69.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,-33.0,,,13.6,15.3,2273999.0,,,,,,,,,,,,,,20.9,46.5,,,,,,0.0,0.0,0.0,3.0,0.0,0.0,,,False,False
IE,Ireland,Ιρλανδία,2013,4609779.0,2326317.0,29501.0,14545.0,,,,,,,,,,,,,,,,,,,369.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,-100.0,,,-23.6,-4.8,2283462.0,,,,,,,,,,,,,,15.9,44.1,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False
IE,Ireland,Ιρλανδία,2014,4637852.0,2342002.0,29252.0,14355.0,,,,,,,,,,,,,,480.0,13287.0,,,,429.0,1040.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,16.3,1.5,2295850.0,,,,,,,,,,,,,20.5,18.3,44.4,,578.7,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False
IE,Ireland,Ιρλανδία,2015,4677627.0,2364285.0,30127.0,14899.0,7.0,,,,,,,,,,,,,518.0,14374.0,,,,599.0,1059.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,7.9,8.2,,,,,,,,,,39.6,1.8,2313342.0,0.3,,,,,,,,,,,,21.9,25.3,44.8,,621.4,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False
IE,Ireland,Ιρλανδία,2016,4726286.0,2387145.0,30667.0,15047.0,2.0,,,,,,,,,,,,,513.0,15227.0,,,,613.0,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.4,,,,,,,,,,,,,-1.0,5.9,,,,,,,,,,2.3,10.5,2339141.0,0.1,,,,,,,,,,,,21.5,25.7,49.0,,651.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False
IE,Ireland,Ιρλανδία,2017,4784383.0,2416465.0,30418.0,14929.0,15.0,,,,,,,,,,,,,647.0,15962.0,,,,745.0,1303.0,0.0,0.0,218.0,0.0,0.0,480.0,650.0,,,,,,,,,,,,,26.1,4.8,,,,,,inf,,,inf,21.5,11.4,2367918.0,0.6,,,,,,,,,,,,26.8,30.8,53.9,,674.1,,,,0.0,0.0,9.2,0.0,0.0,20.3,,,False,False
